"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TCS","EQ","23-Aug-2018","       2017.65","       2022.80","       2038.00","       2020.30","       2033.90","       2035.10","       2030.81","    3046791","          6187460520.70","     147069","    2229341","         73.17"
"TCS","EQ","24-Aug-2018","       2035.10","       2035.10","       2046.00","       2031.00","       2041.60","       2043.00","       2041.86","    1570533","          3206801587.60","      89779","    1071112","         68.20"
"TCS","EQ","27-Aug-2018","       2043.00","       2043.00","       2059.00","       2035.00","       2050.05","       2050.90","       2051.79","    1532702","          3144788538.70","      95164","    1066284","         69.57"
"TCS","EQ","28-Aug-2018","       2050.90","       2055.00","       2072.00","       2052.00","       2069.95","       2069.20","       2065.50","    1987983","          4106175143.60","     108533","    1297603","         65.27"
"TCS","EQ","29-Aug-2018","       2069.20","       2072.50","       2076.60","       2045.60","       2073.25","       2072.00","       2065.10","    1525867","          3151066991.15","      88327","     896703","         58.77"
"TCS","EQ","30-Aug-2018","       2072.00","       2068.00","       2085.00","       2065.50","       2081.25","       2082.40","       2078.06","    2408020","          5003999131.15","     125517","    1793156","         74.47"
"TCS","EQ","31-Aug-2018","       2082.40","       2082.30","       2092.00","       2074.00","       2078.00","       2078.40","       2082.10","    2504554","          5214722720.85","     137612","    1422197","         56.78"
"TCS","EQ","03-Sep-2018","       2078.40","       2084.80","       2090.00","       2048.40","       2050.30","       2052.90","       2072.50","    1439711","          2983803308.90","      66713","     816070","         56.68"
"TCS","EQ","04-Sep-2018","       2052.90","       2059.80","       2104.75","       2056.95","       2100.00","       2098.90","       2093.77","    4420803","          9256152898.55","     272369","    2931637","         66.31"
"TCS","EQ","05-Sep-2018","       2098.90","       2100.00","       2107.25","       2075.05","       2077.00","       2079.25","       2086.52","    1681106","          3507659103.70","     125377","    1034014","         61.51"
"TCS","EQ","06-Sep-2018","       2079.25","       2075.00","       2081.50","       2060.30","       2074.50","       2075.30","       2070.41","    2238097","          4633767811.50","     123504","    1585975","         70.86"
"TCS","EQ","07-Sep-2018","       2075.30","       2079.30","       2084.00","       2065.40","       2078.75","       2079.85","       2076.27","    1312182","          2724446612.15","      91094","     898428","         68.47"
"TCS","EQ","10-Sep-2018","       2079.85","       2084.40","       2093.40","       2074.25","       2084.00","       2080.75","       2083.98","    1530539","          3189620194.90","      96119","    1177046","         76.90"
"TCS","EQ","11-Sep-2018","       2080.75","       2089.00","       2089.00","       2042.20","       2045.15","       2046.25","       2055.93","    3679745","          7565314867.50","     153230","    2033267","         55.26"
"TCS","EQ","12-Sep-2018","       2046.25","       2052.35","       2068.90","       2040.00","       2045.00","       2043.95","       2048.93","    2307661","          4728228780.20","     135528","    1632725","         70.75"
"TCS","EQ","14-Sep-2018","       2043.95","       2044.00","       2071.55","       2018.15","       2066.95","       2065.40","       2042.02","    3642038","          7437129776.35","     160266","    2334308","         64.09"
"TCS","EQ","17-Sep-2018","       2065.40","       2070.00","       2077.80","       2054.55","       2072.00","       2074.15","       2067.17","    1033857","          2137157571.10","      66371","     547913","         53.00"
"TCS","EQ","18-Sep-2018","       2074.15","       2073.00","       2078.80","       2057.60","       2074.00","       2070.75","       2069.75","    1456507","          3014609448.25","      77936","     978158","         67.16"
"TCS","EQ","19-Sep-2018","       2070.75","       2071.90","       2089.00","       2066.85","       2076.00","       2077.90","       2081.53","    1301268","          2708622535.50","     122321","     893572","         68.67"
"TCS","EQ","21-Sep-2018","       2077.90","       2077.00","       2121.00","       2050.15","       2111.90","       2103.15","       2083.75","    4508530","          9394632968.15","     163985","    3097568","         68.70"
"TCS","EQ","24-Sep-2018","       2103.15","       2115.00","       2210.50","       2098.15","       2208.00","       2198.45","       2168.27","    3032226","          6574669912.90","     134605","    1315871","         43.40"
"TCS","EQ","25-Sep-2018","       2198.45","       2204.90","       2211.90","       2153.80","       2183.10","       2183.20","       2186.15","    2868778","          6271565161.10","     141519","    1361286","         47.45"
"TCS","EQ","26-Sep-2018","       2183.20","       2187.00","       2199.00","       2135.10","       2147.15","       2142.15","       2161.80","    1970951","          4260808099.45","      95921","    1029552","         52.24"
"TCS","EQ","27-Sep-2018","       2142.15","       2141.90","       2209.70","       2135.80","       2185.00","       2188.85","       2175.57","    3311802","          7205048027.40","     110444","    2154576","         65.06"
"TCS","EQ","28-Sep-2018","       2188.85","       2178.00","       2190.00","       2158.85","       2186.00","       2183.70","       2177.54","    2904371","          6324389223.40","     150520","    1991218","         68.56"
"TCS","EQ","01-Oct-2018","       2183.70","       2190.90","       2275.95","       2190.35","       2250.30","       2255.55","       2242.36","    3772208","          8458652684.90","     201352","    1984270","         52.60"
"TCS","EQ","03-Oct-2018","       2255.55","       2250.30","       2255.00","       2155.60","       2156.65","       2162.85","       2195.08","    3902322","          8565892400.85","     205361","    2169318","         55.59"
"TCS","EQ","04-Oct-2018","       2162.85","       2156.60","       2156.65","       2056.35","       2063.00","       2064.80","       2084.35","    4762419","          9926539004.55","     190870","    2569525","         53.95"
"TCS","EQ","05-Oct-2018","       2064.80","       2050.00","       2120.00","       2020.90","       2100.00","       2102.65","       2079.05","    3417624","          7105425699.55","     141442","    1731277","         50.66"
"TCS","EQ","08-Oct-2018","       2102.65","       2102.65","       2122.20","       2048.15","       2077.40","       2077.55","       2074.99","    2010154","          4171051462.05","     133651","     757445","         37.68"
"TCS","EQ","09-Oct-2018","       2077.55","       2080.35","       2107.65","       2053.20","       2093.20","       2091.80","       2086.07","    1867130","          3894967407.80","      95316","     945345","         50.63"
"TCS","EQ","10-Oct-2018","       2091.80","       2100.00","       2105.95","       2029.00","       2044.00","       2043.60","       2063.10","    2749573","          5672634238.60","     185433","    1502793","         54.66"
"TCS","EQ","11-Oct-2018","       2043.60","       1985.00","       2013.00","       1941.00","       1995.00","       1979.95","       1984.80","    4700256","          9329052362.35","     217064","    2021364","         43.01"
"TCS","EQ","12-Oct-2018","       1979.95","       1978.00","       1978.00","       1903.00","       1920.00","       1918.30","       1927.35","    9373289","         18065633066.80","     337356","    2762121","         29.47"
"TCS","EQ","15-Oct-2018","       1918.30","       1940.00","       1955.55","       1920.00","       1954.60","       1949.50","       1939.74","    2638151","          5117323443.30","     102337","     763748","         28.95"
"TCS","EQ","16-Oct-2018","       1949.50","       1958.00","       1971.90","       1935.00","       1964.05","       1962.30","       1952.66","    2815425","          5497567674.45","     116402","    1452366","         51.59"
"TCS","EQ","17-Oct-2018","       1962.30","       1970.00","       1989.00","       1920.00","       1930.00","       1929.40","       1945.40","    2779207","          5406659605.95","     149723","    1740869","         62.64"
"TCS","EQ","19-Oct-2018","       1929.40","       1929.00","       1929.00","       1870.05","       1920.00","       1913.20","       1896.96","    3428776","          6504263185.65","     152721","    2021191","         58.95"
"TCS","EQ","22-Oct-2018","       1913.20","       1914.00","       1916.00","       1886.95","       1900.25","       1903.00","       1903.03","    1778496","          3384527484.40","     104583","    1098447","         61.76"
"TCS","EQ","23-Oct-2018","       1903.00","       1888.00","       1898.00","       1837.00","       1847.75","       1843.65","       1865.59","    2752811","          5135609621.30","     150962","    1768972","         64.26"
"TCS","EQ","24-Oct-2018","       1843.65","       1852.05","       1874.00","       1811.10","       1865.50","       1848.50","       1841.95","    2735913","          5039409502.55","     143163","    1233577","         45.09"
"TCS","EQ","25-Oct-2018","       1848.50","       1844.00","       1876.90","       1825.05","       1845.00","       1853.00","       1859.30","    2507233","          4661706320.60","     160372","    1384218","         55.21"
"TCS","EQ","26-Oct-2018","       1853.00","       1853.90","       1853.90","       1791.10","       1796.00","       1799.10","       1813.56","    2285970","          4145736813.30","     166483","    1227023","         53.68"
"TCS","EQ","29-Oct-2018","       1799.10","       1808.70","       1877.95","       1784.35","       1866.00","       1871.00","       1832.62","    2609483","          4782188593.40","     119651","    1435920","         55.03"
"TCS","EQ","30-Oct-2018","       1871.00","       1867.00","       1909.40","       1845.00","       1894.00","       1894.80","       1890.59","    2404883","          4546640692.80","     125360","    1105832","         45.98"
"TCS","EQ","31-Oct-2018","       1894.80","       1900.00","       1943.90","       1875.45","       1934.60","       1938.15","       1915.93","    2769190","          5305567326.85","     155493","    1465913","         52.94"
"TCS","EQ","01-Nov-2018","       1938.15","       1943.65","       1944.35","       1901.30","       1928.00","       1935.75","       1918.75","    2769759","          5314468623.65","     136593","    1759583","         63.53"
"TCS","EQ","02-Nov-2018","       1935.75","       1934.20","       1954.60","       1905.00","       1913.45","       1913.45","       1926.04","    1818635","          3502756049.75","      89292","     770182","         42.35"
"TCS","EQ","05-Nov-2018","       1913.45","       1910.00","       1927.35","       1884.75","       1894.00","       1890.85","       1901.41","    1713366","          3257810198.80","      97267","     932470","         54.42"
"TCS","EQ","06-Nov-2018","       1890.85","       1894.00","       1937.50","       1891.00","       1930.00","       1932.70","       1926.88","    1398710","          2695142003.45","      81458","     581307","         41.56"
"TCS","EQ","07-Nov-2018","       1932.70","       1940.00","       1949.00","       1937.00","       1941.00","       1942.15","       1942.26","     144530","           280714185.30","       9190","      41471","         28.69"
"TCS","EQ","09-Nov-2018","       1942.15","       1961.00","       1961.95","       1905.00","       1908.00","       1909.20","       1918.61","    2570479","          4931753732.35","     201582","    1692526","         65.84"
"TCS","EQ","12-Nov-2018","       1909.20","       1908.50","       1946.10","       1908.50","       1917.80","       1914.85","       1928.01","    2552008","          4920284833.90","      94374","    1323167","         51.85"
"TCS","EQ","13-Nov-2018","       1914.85","       1915.00","       1939.00","       1903.00","       1936.20","       1934.95","       1927.95","    1418432","          2734662510.75","      60182","     724102","         51.05"
"TCS","EQ","14-Nov-2018","       1934.95","       1925.00","       1929.90","       1870.00","       1880.00","       1880.65","       1883.81","    2422318","          4563195896.65","     112536","    1410903","         58.25"
"TCS","EQ","15-Nov-2018","       1880.65","       1864.00","       1899.00","       1857.60","       1877.00","       1872.85","       1881.50","    1829123","          3441500866.15","     132944","     746855","         40.83"
"TCS","EQ","16-Nov-2018","       1872.85","       1889.00","       1899.80","       1870.25","       1889.00","       1886.60","       1883.01","    1829729","          3445403284.00","      86826","    1011076","         55.26"
"TCS","EQ","19-Nov-2018","       1886.60","       1899.00","       1907.35","       1864.30","       1902.00","       1902.45","       1883.58","    1740628","          3278604708.10","      81373","     964132","         55.39"
"TCS","EQ","20-Nov-2018","       1902.45","       1902.00","       1902.00","       1874.20","       1880.00","       1878.25","       1883.47","    1190182","          2241673953.05","      60265","     569446","         47.85"
"TCS","EQ","21-Nov-2018","       1878.25","       1871.00","       1871.05","       1798.55","       1813.00","       1812.00","       1813.73","    3840461","          6965554445.00","     182675","    1879471","         48.94"
"TCS","EQ","22-Nov-2018","       1812.00","       1820.00","       1847.60","       1809.95","       1816.20","       1812.55","       1830.63","    3194219","          5847440797.40","     139414","    1785075","         55.88"
"TCS","EQ","26-Nov-2018","       1812.55","       1819.00","       1860.00","       1784.50","       1846.00","       1846.10","       1813.41","    4333177","          7857828743.15","     203328","    2541269","         58.65"
"TCS","EQ","27-Nov-2018","       1846.10","       1854.00","       1897.90","       1835.35","       1895.00","       1890.25","       1864.24","    3344839","          6235572685.10","     143244","    1708874","         51.09"
"TCS","EQ","28-Nov-2018","       1890.25","       1889.00","       1989.00","       1882.50","       1985.05","       1983.90","       1951.77","    5313249","         10370244428.75","     227744","    2551399","         48.02"
"TCS","EQ","29-Nov-2018","       1983.90","       1997.00","       1997.00","       1942.55","       1970.00","       1960.55","       1964.64","    4035441","          7928194385.75","     160612","    1363605","         33.79"
"TCS","EQ","30-Nov-2018","       1960.55","       1966.00","       1991.00","       1959.85","       1974.80","       1968.25","       1972.18","    5268901","         10391195273.15","     205076","    3365155","         63.87"
"TCS","EQ","03-Dec-2018","       1968.25","       1984.00","       1990.00","       1968.30","       1984.00","       1982.40","       1978.67","    1610576","          3186800046.15","     125194","     839773","         52.14"
"TCS","EQ","04-Dec-2018","       1982.40","       1983.00","       2019.40","       1971.00","       2009.85","       2010.85","       2004.77","    3270615","          6556823314.95","     143841","    1493209","         45.66"
"TCS","EQ","05-Dec-2018","       2010.85","       2006.00","       2018.00","       1985.00","       2003.90","       2006.75","       2004.02","    2501539","          5013123489.45","     107625","    1257790","         50.28"
"TCS","EQ","06-Dec-2018","       2006.75","       1998.00","       2017.00","       1979.60","       1990.00","       1992.70","       1997.82","    2321216","          4637371315.50","     123556","    1077051","         46.40"
"TCS","EQ","07-Dec-2018","       1992.70","       1985.05","       2003.90","       1973.00","       1999.85","       1995.20","       1991.36","    1680420","          3346325826.50","      99269","     787957","         46.89"
"TCS","EQ","10-Dec-2018","       1995.20","       1975.00","       2011.00","       1960.00","       1961.00","       1975.80","       1988.81","    2010786","          3999073163.95","     131125","     881798","         43.85"
"TCS","EQ","11-Dec-2018","       1975.80","       1970.00","       2010.00","       1961.00","       1997.05","       2000.00","       1993.07","    2942014","          5863626489.60","     155565","    1411423","         47.97"
"TCS","EQ","12-Dec-2018","       2000.00","       2001.10","       2022.00","       1984.95","       2016.50","       2016.80","       2011.87","    2219993","          4466342395.75","     137802","     941049","         42.39"
"TCS","EQ","13-Dec-2018","       2016.80","       2024.00","       2029.70","       1974.50","       1981.95","       1982.60","       1995.57","    3748429","          7480237533.05","     230059","    2212914","         59.04"
"TCS","EQ","14-Dec-2018","       1982.60","       1983.00","       1998.95","       1975.25","       1989.00","       1989.75","       1984.61","    2473761","          4909442438.40","     131978","    1452064","         58.70"
"TCS","EQ","17-Dec-2018","       1989.75","       1999.00","       2004.90","       1985.00","       1992.90","       1994.30","       1993.85","    1227921","          2448295270.75","      82547","     588400","         47.92"
"TCS","EQ","18-Dec-2018","       1994.30","       1991.90","       2002.00","       1976.40","       1987.90","       1987.85","       1986.56","    1768742","          3513711449.25","      98048","     969344","         54.80"
"TCS","EQ","19-Dec-2018","       1987.85","       1984.80","       1984.80","       1960.05","       1970.80","       1968.45","       1968.84","    2498833","          4919804830.75","     162431","    1521333","         60.88"
"TCS","EQ","20-Dec-2018","       1968.45","       1953.80","       1974.90","       1946.00","       1955.00","       1954.05","       1955.65","    1940277","          3794509954.25","     110330","     985457","         50.79"
"TCS","EQ","21-Dec-2018","       1954.05","       1948.00","       1950.00","       1886.55","       1905.00","       1895.80","       1913.17","    3729956","          7136052188.45","     148411","    2165114","         58.05"
"TCS","EQ","24-Dec-2018","       1895.80","       1905.80","       1938.90","       1905.00","       1922.00","       1918.50","       1924.70","    1864116","          3587857371.60","      94556","     584722","         31.37"
"TCS","EQ","26-Dec-2018","       1918.50","       1921.80","       1921.80","       1870.25","       1892.00","       1889.20","       1884.77","    2446614","          4611297888.70","      97165","    1206484","         49.31"
"TCS","EQ","27-Dec-2018","       1889.20","       1909.00","       1941.70","       1872.10","       1909.10","       1908.95","       1920.44","    4968201","          9541145913.90","     143656","    1869270","         37.62"
"TCS","EQ","28-Dec-2018","       1908.95","       1915.00","       1920.00","       1893.00","       1897.00","       1896.05","       1907.36","    2239130","          4270838131.80","     112230","    1238176","         55.30"
"TCS","EQ","31-Dec-2018","       1896.05","       1908.00","       1909.00","       1886.15","       1894.75","       1893.05","       1896.42","    1879740","          3564772253.95","      66284","    1025862","         54.57"
"TCS","EQ","01-Jan-2019","       1893.05","       1896.00","       1910.00","       1885.00","       1905.90","       1902.80","       1899.78","    1094883","          2080034193.50","      32636","     489139","         44.68"
"TCS","EQ","02-Jan-2019","       1902.80","       1905.00","       1934.45","       1900.00","       1919.00","       1923.30","       1922.90","    2100463","          4038986341.20","      85488","     664045","         31.61"
"TCS","EQ","03-Jan-2019","       1923.30","       1919.00","       1944.95","       1893.10","       1901.00","       1899.95","       1916.85","    2611668","          5006177890.75","     144072","    1250117","         47.87"
"TCS","EQ","04-Jan-2019","       1899.95","       1900.00","       1901.20","       1841.00","       1882.00","       1876.85","       1869.19","    4280862","          8001741605.35","     208198","    1657983","         38.73"
"TCS","EQ","07-Jan-2019","       1876.85","       1891.80","       1908.80","       1881.00","       1898.00","       1897.90","       1894.04","    1856423","          3516134996.45","      87327","     956009","         51.50"
"TCS","EQ","08-Jan-2019","       1897.90","       1905.40","       1906.40","       1883.30","       1891.00","       1893.55","       1892.03","    1691756","          3200853934.30","      93357","     795046","         47.00"
"TCS","EQ","09-Jan-2019","       1893.55","       1907.40","       1919.00","       1866.70","       1884.60","       1886.95","       1897.56","    2414376","          4581424758.65","     120123","     996472","         41.27"
"TCS","EQ","10-Jan-2019","       1886.95","       1890.00","       1905.00","       1872.10","       1883.00","       1888.55","       1891.77","    3053461","          5776451269.60","     123512","    1290181","         42.25"
"TCS","EQ","11-Jan-2019","       1888.55","       1870.00","       1875.00","       1835.00","       1843.45","       1842.55","       1849.37","    9209862","         17032412186.85","     290559","    2969901","         32.25"
"TCS","EQ","14-Jan-2019","       1842.55","       1850.00","       1851.00","       1810.00","       1815.45","       1813.25","       1817.21","    3615370","          6569891233.40","     193940","    2059040","         56.95"
"TCS","EQ","15-Jan-2019","       1813.25","       1810.00","       1869.35","       1808.00","       1866.00","       1867.80","       1857.55","    7711653","         14324788401.40","     199057","    1656095","         21.48"
"TCS","EQ","16-Jan-2019","       1867.80","       1870.00","       1875.00","       1847.00","       1873.95","       1870.15","       1861.89","    2359280","          4392724354.10","     131093","    1033927","         43.82"
"TCS","EQ","17-Jan-2019","       1870.15","       1878.00","       1898.00","       1871.30","       1895.00","       1894.30","       1887.33","    2625816","          4955787778.10","     124983","    1357445","         51.70"
"TCS","EQ","18-Jan-2019","       1894.30","       1881.00","       1904.20","       1876.00","       1899.50","       1900.65","       1891.36","    1683728","          3184540713.10","     110667","     811536","         48.20"
"TCS","EQ","21-Jan-2019","       1900.65","       1902.00","       1932.00","       1895.45","       1903.50","       1908.70","       1916.27","    2409803","          4617841216.50","     119665","    1055927","         43.82"
"TCS","EQ","22-Jan-2019","       1908.70","       1907.10","       1918.25","       1890.00","       1896.70","       1901.90","       1902.97","    2457093","          4675762855.45","     186202","    1563235","         63.62"
"TCS","EQ","23-Jan-2019","       1901.90","       1901.00","       1906.10","       1870.00","       1881.00","       1875.60","       1882.80","    2578169","          4854176208.75","     116599","    1508210","         58.50"
"TCS","EQ","24-Jan-2019","       1875.60","       1884.80","       1905.25","       1875.00","       1902.00","       1901.55","       1893.80","    1962927","          3717393857.35","     109822","     967677","         49.30"
"TCS","EQ","25-Jan-2019","       1901.55","       1902.00","       1935.00","       1901.00","       1919.50","       1920.80","       1921.92","    2327080","          4472468048.20","      96992","    1023079","         43.96"
"TCS","EQ","28-Jan-2019","       1920.80","       1933.00","       1962.00","       1925.50","       1960.00","       1955.00","       1948.39","    2769033","          5395144625.05","     108034","    1458544","         52.67"
"TCS","EQ","29-Jan-2019","       1955.00","       1962.00","       1989.05","       1936.65","       1983.35","       1982.75","       1959.99","    2557626","          5012920415.30","     120832","    1311491","         51.28"
"TCS","EQ","30-Jan-2019","       1982.75","       1979.60","       1989.50","       1954.65","       1984.15","       1981.40","       1975.06","    2429575","          4798566666.90","     112445","    1325919","         54.57"
"TCS","EQ","31-Jan-2019","       1981.40","       1987.00","       2019.75","       1985.00","       2009.50","       2014.10","       2008.37","    4094319","          8222922479.70","     146142","    2810409","         68.64"
"TCS","EQ","01-Feb-2019","       2014.10","       2009.50","       2034.75","       1998.10","       2024.20","       2029.95","       2022.08","    3064163","          6195976319.75","     113684","    1682369","         54.90"
"TCS","EQ","04-Feb-2019","       2029.95","       2029.95","       2055.45","       2023.00","       2049.20","       2050.25","       2039.87","    1590764","          3244951832.05","      67625","     718838","         45.19"
"TCS","EQ","05-Feb-2019","       2050.25","       2050.00","       2055.00","       2028.00","       2051.00","       2044.55","       2043.13","    1111404","          2270739557.20","      50408","     333979","         30.05"
"TCS","EQ","06-Feb-2019","       2044.55","       2049.90","       2086.85","       2041.05","       2070.00","       2074.80","       2067.55","    1789812","          3700533606.15","      84074","     886665","         49.54"
"TCS","EQ","07-Feb-2019","       2074.80","       2074.75","       2097.95","       2067.00","       2078.25","       2082.90","       2084.77","    1339945","          2793476400.35","      67902","     658726","         49.16"
"TCS","EQ","08-Feb-2019","       2082.90","       2075.00","       2089.50","       2051.00","       2055.65","       2061.40","       2072.46","    1684474","          3490998247.35","      71171","     936611","         55.60"
"TCS","BL","11-Feb-2019","       2604.20","       2061.40","       2061.40","       2061.40","       2061.40","       2061.40","       2061.40","     376308","           775721311.20","          1","          0","          0.00"
"TCS","EQ","11-Feb-2019","       2061.40","       2060.00","       2096.00","       2048.90","       2065.60","       2065.90","       2077.11","    1778730","          3694622315.80","      83603","     901516","         50.68"
"TCS","EQ","12-Feb-2019","       2065.90","       2070.00","       2070.00","       2018.00","       2051.00","       2051.60","       2042.96","    2422903","          4949899350.85","     115864","    1168012","         48.21"
"TCS","EQ","13-Feb-2019","       2051.60","       2062.00","       2083.00","       2050.50","       2057.00","       2065.40","       2064.32","    2808581","          5797796619.70","     141176","    1586016","         56.47"
"TCS","EQ","14-Feb-2019","       2065.40","       2060.05","       2075.00","       2033.05","       2049.00","       2044.60","       2050.83","    1724085","          3535809084.55","      82641","     917991","         53.25"
"TCS","EQ","15-Feb-2019","       2044.60","       2049.00","       2052.00","       2010.95","       2034.60","       2029.70","       2031.88","    1930065","          3921659541.80","      96728","    1068343","         55.35"
"TCS","BL","18-Feb-2019","       2061.40","       2029.70","       2029.70","       2029.70","       2029.70","       2029.70","       2029.70","    2474600","          5022695620.00","          1","          0","          0.00"
"TCS","EQ","18-Feb-2019","       2029.70","       2037.60","       2041.95","       1962.65","       1969.60","       1970.30","       1988.87","    2942184","          5851634018.75","     100585","    1668905","         56.72"
"TCS","EQ","19-Feb-2019","       1970.30","       1970.00","       1971.00","       1892.00","       1907.60","       1904.80","       1930.07","    4408554","          8508831637.45","     161765","    2254434","         51.14"
"TCS","EQ","20-Feb-2019","       1904.80","       1915.00","       1933.80","       1881.30","       1913.30","       1914.75","       1908.20","    4645778","          8865093021.60","     139504","    2232869","         48.06"
"TCS","EQ","21-Feb-2019","       1914.75","       1914.75","       1940.00","       1897.05","       1912.00","       1914.20","       1922.84","    4683919","          9006448535.10","     171685","    2335145","         49.85"
"TCS","EQ","22-Feb-2019","       1914.20","       1917.20","       1930.00","       1905.10","       1929.00","       1925.65","       1920.72","    2271955","          4363786271.20","     112148","    1355421","         59.66"
"TCS","BL","25-Feb-2019","       2029.70","       1925.65","       1925.65","       1925.65","       1925.65","       1925.65","       1925.65","    1057509","          2036392205.85","          2","          0","          0.00"
"TCS","EQ","25-Feb-2019","       1925.65","       1932.50","       1990.00","       1930.50","       1987.00","       1985.15","       1961.61","    2934880","          5757094593.05","     140541","    1341508","         45.71"
"TCS","EQ","26-Feb-2019","       1985.15","       1984.00","       2045.15","       1972.25","       2032.50","       2038.70","       2022.12","    6453309","         13049353836.20","     177907","    3366710","         52.17"
"TCS","EQ","27-Feb-2019","       2038.70","       2040.00","       2074.95","       2022.00","       2052.50","       2058.10","       2050.25","    4732082","          9701947351.00","     168823","    2532055","         53.51"
"TCS","EQ","28-Feb-2019","       2058.10","       2060.00","       2071.35","       1977.60","       1983.50","       1983.45","       2009.42","    8454295","         16988212894.85","     284872","    3927877","         46.46"
"TCS","EQ","01-Mar-2019","       1983.45","       1995.05","       2005.00","       1980.35","       1995.00","       1995.40","       1993.73","    4148548","          8271064290.35","     128204","    2071633","         49.94"
"TCS","EQ","05-Mar-2019","       1995.40","       2005.00","       2007.00","       1976.60","       1985.05","       1988.10","       1987.11","    2449622","          4867670461.50","     151723","    1394714","         56.94"
"TCS","EQ","06-Mar-2019","       1988.10","       1989.30","       2015.00","       1985.05","       2005.00","       1999.60","       2001.30","    2635047","          5273530564.35","     179625","    1257394","         47.72"
"TCS","EQ","07-Mar-2019","       1999.60","       2005.00","       2024.05","       2000.20","       2015.00","       2013.30","       2014.40","    2539884","          5116330320.40","     126121","    1392383","         54.82"
"TCS","EQ","08-Mar-2019","       2013.30","       2025.00","       2033.00","       2010.05","       2022.75","       2022.70","       2023.03","    2031071","          4108921516.40","     116872","     971744","         47.84"
"TCS","EQ","11-Mar-2019","       2022.70","       2028.90","       2033.00","       2003.65","       2016.15","       2014.80","       2017.10","    3111689","          6276593842.10","     104833","    2195339","         70.55"
"TCS","EQ","12-Mar-2019","       2014.80","       2014.05","       2024.80","       2003.00","       2009.10","       2012.45","       2015.60","    2658550","          5358583632.50","     132223","    1716971","         64.58"
"TCS","EQ","13-Mar-2019","       2012.45","       2013.00","       2015.90","       1978.60","       1995.00","       2000.50","       2001.12","    1833163","          3668374639.65","     112785","     821473","         44.81"
"TCS","EQ","14-Mar-2019","       2000.50","       2004.95","       2007.80","       1981.00","       1990.40","       1987.40","       1991.28","    1905495","          3794368663.95","     124863","    1000627","         52.51"
"TCS","EQ","15-Mar-2019","       1987.40","       1998.90","       2068.95","       1991.00","       2036.00","       2039.95","       2040.01","    5184318","         10576085296.25","     164284","    2256287","         43.52"
"TCS","EQ","18-Mar-2019","       2039.95","       2043.00","       2064.60","       2011.00","       2023.85","       2022.80","       2033.02","    2349915","          4777435477.20","     116385","     867727","         36.93"
"TCS","EQ","19-Mar-2019","       2022.80","       2030.00","       2030.00","       1995.10","       2028.50","       2022.80","       2010.71","    2373993","          4773416985.45","     135360","    1176359","         49.55"
"TCS","EQ","20-Mar-2019","       2022.80","       2028.00","       2044.80","       2000.00","       2000.25","       2015.05","       2025.82","    3091165","          6262136193.40","     161415","    1678488","         54.30"
"TCS","BL","22-Mar-2019","       1925.65","       2015.05","       2015.05","       2015.05","       2015.05","       2015.05","       2015.05","     264913","           533812940.65","          1","     264913","        100.00"
"TCS","EQ","22-Mar-2019","       2015.05","       2015.00","       2016.00","       1983.30","       2010.00","       2005.65","       1998.96","    3148149","          6293031836.95","     155770","    1787595","         56.78"
"TCS","EQ","25-Mar-2019","       2005.65","       2007.80","       2007.80","       1977.20","       1980.80","       1984.25","       1987.88","    2429205","          4828960486.25","      94852","    1430988","         58.91"
"TCS","EQ","26-Mar-2019","       1984.25","       1984.00","       1994.95","       1958.05","       1977.40","       1982.65","       1971.46","    2316539","          4566962637.55","     114153","     893480","         38.57"
"TCS","EQ","27-Mar-2019","       1982.65","       1994.00","       1998.00","       1961.00","       1964.85","       1967.90","       1979.12","    2266166","          4485003551.40","     110306","    1163070","         51.32"
"TCS","EQ","28-Mar-2019","       1967.90","       1980.00","       2014.60","       1972.80","       2004.45","       2000.30","       1993.96","    4054489","          8084506923.20","     144600","    2150827","         53.05"
"TCS","EQ","29-Mar-2019","       2000.30","       2019.00","       2024.90","       1983.55","       2000.00","       2001.65","       2001.70","    2948955","          5902926700.50","     134193","    1191681","         40.41"
"TCS","EQ","01-Apr-2019","       2001.65","       2010.00","       2039.95","       2008.25","       2034.95","       2031.65","       2027.91","    2095740","          4249964902.45","     109983","     748739","         35.73"
"TCS","EQ","02-Apr-2019","       2031.65","       2037.10","       2086.00","       2037.00","       2079.00","       2079.30","       2064.13","    3719663","          7677855817.15","     124157","    1757245","         47.24"
"TCS","EQ","03-Apr-2019","       2079.30","       2085.00","       2089.60","       2058.10","       2078.15","       2079.30","       2073.86","    2939886","          6096919299.40","     119988","    1164726","         39.62"
"TCS","EQ","04-Apr-2019","       2079.30","       2078.15","       2079.70","       2007.40","       2017.00","       2014.50","       2039.77","    4397518","          8969909268.70","     145227","    2310866","         52.55"
"TCS","EQ","05-Apr-2019","       2014.50","       2028.65","       2054.40","       2018.80","       2051.00","       2048.30","       2037.19","    3152103","          6421435439.60","      96704","    1536645","         48.75"
"TCS","EQ","08-Apr-2019","       2048.30","       2059.00","       2075.00","       2032.70","       2073.60","       2070.75","       2056.64","    2194294","          4512880260.60","     130397","     788699","         35.94"
